latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
53.18102,8.181818,7.0,0,GMT,GMT

date,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa)
2025-09-17T07:00,13.2,84,0.00,0.00,3,1017.4,1016.6
2025-09-17T08:00,13.9,82,0.00,0.00,3,1017.7,1016.9
2025-09-17T09:00,14.6,79,0.00,0.00,3,1018.0,1017.2
2025-09-17T10:00,15.2,78,0.00,0.00,3,1018.1,1017.3
2025-09-17T11:00,16.4,70,0.00,0.00,2,1018.0,1017.2
2025-09-17T12:00,17.3,62,0.00,0.00,1,1018.2,1017.4
2025-09-17T13:00,16.3,69,0.00,0.00,3,1018.3,1017.5
2025-09-17T14:00,15.5,76,0.00,0.00,3,1018.1,1017.3
2025-09-17T15:00,15.8,76,0.00,0.00,3,1018.2,1017.4
2025-09-17T16:00,15.4,77,0.00,0.00,3,1017.7,1016.9
2025-09-17T17:00,15.2,79,0.00,0.00,3,1017.3,1016.5
2025-09-17T18:00,15.2,80,0.00,0.00,3,1016.9,1016.1
2025-09-17T19:00,15.1,83,0.20,0.20,51,1016.8,1016.0
2025-09-17T20:00,15.1,85,0.20,0.20,51,1016.2,1015.4
2025-09-17T21:00,15.1,86,0.20,0.20,51,1015.8,1015.0
2025-09-17T22:00,15.6,86,0.00,0.00,3,1015.5,1014.7
2025-09-17T23:00,16.0,88,0.10,0.10,51,1015.2,1014.4
2025-09-18T00:00,16.3,89,0.10,0.10,51,1015.5,1014.7
2025-09-18T01:00,15.8,94,0.10,0.10,51,1015.5,1014.7
2025-09-18T02:00,16.2,94,0.20,0.20,51,1015.6,1014.8
2025-09-18T03:00,16.5,95,0.10,0.10,51,1015.5,1014.7
2025-09-18T04:00,16.5,96,0.40,0.40,51,1015.6,1014.8
2025-09-18T05:00,16.6,96,1.10,1.10,55,1015.6,1014.8
2025-09-18T06:00,16.6,96,0.10,0.10,51,1015.8,1015.0
2025-09-18T07:00,16.8,96,0.00,0.00,3,1016.3,1015.5
2025-09-18T08:00,16.8,97,0.40,0.40,51,1016.7,1015.9
2025-09-18T09:00,17.3,96,0.40,0.40,51,1017.2,1016.4
2025-09-18T10:00,17.8,94,0.10,0.10,51,1017.3,1016.5
2025-09-18T11:00,18.4,92,0.30,0.30,51,1017.3,1016.5
2025-09-18T12:00,18.7,92,0.50,0.50,53,1017.6,1016.8
2025-09-18T13:00,19.2,89,0.70,0.70,53,1018.1,1017.3
2025-09-18T14:00,19.2,91,1.00,1.00,55,1018.4,1017.6
2025-09-18T15:00,19.0,88,0.10,0.10,51,1018.3,1017.5
2025-09-18T16:00,19.3,87,0.00,0.00,3,1018.4,1017.6
2025-09-18T17:00,19.1,87,0.10,0.10,51,1018.6,1017.8
2025-09-18T18:00,19.1,87,0.00,0.00,3,1019.3,1018.5
2025-09-18T19:00,18.8,87,0.00,0.00,3,1019.7,1018.9
2025-09-18T20:00,18.5,86,0.00,0.00,3,1020.1,1019.3
2025-09-18T21:00,18.1,86,0.00,0.00,2,1020.3,1019.5
2025-09-18T22:00,17.6,87,0.00,0.00,0,1020.7,1019.9
2025-09-18T23:00,17.1,89,0.00,0.00,0,1020.7,1019.9
2025-09-19T00:00,16.6,91,0.00,0.00,2,1021.0,1020.2
2025-09-19T01:00,17.1,91,0.00,0.00,0,1021.2,1020.4
2025-09-19T02:00,16.6,92,0.00,0.00,0,1021.2,1020.4
2025-09-19T03:00,16.2,93,0.00,0.00,1,1021.3,1020.5
2025-09-19T04:00,16.1,93,0.00,0.00,3,1021.3,1020.5
2025-09-19T05:00,16.5,90,0.00,0.00,3,1021.4,1020.6
2025-09-19T06:00,16.9,88,0.00,0.00,3,1021.8,1021.0
2025-09-19T07:00,17.1,87,0.00,0.00,3,1022.1,1021.3
2025-09-19T08:00,17.7,84,0.00,0.00,3,1022.4,1021.6
2025-09-19T09:00,18.8,79,0.00,0.00,3,1022.6,1021.8
2025-09-19T10:00,19.8,74,0.00,0.00,0,1022.7,1021.9
2025-09-19T11:00,20.7,69,0.00,0.00,0,1022.3,1021.5
2025-09-19T12:00,21.4,66,0.00,0.00,0,1022.3,1021.5
2025-09-19T13:00,22.4,66,0.00,0.00,0,1021.5,1020.7
2025-09-19T14:00,22.6,65,0.00,0.00,1,1020.9,1020.1
2025-09-19T15:00,22.7,67,0.00,0.00,2,1020.2,1019.4
2025-09-19T16:00,22.3,72,0.00,0.00,1,1019.8,1019.0
2025-09-19T17:00,21.0,78,0.00,0.00,0,1019.5,1018.7
2025-09-19T18:00,19.3,84,0.00,0.00,0,1019.4,1018.6
2025-09-19T19:00,18.6,86,0.00,0.00,0,1019.5,1018.7
2025-09-19T20:00,18.3,87,0.00,0.00,0,1018.6,1017.8
2025-09-19T21:00,18.0,87,0.00,0.00,2,1018.2,1017.4
2025-09-19T22:00,17.8,86,0.00,0.00,1,1017.5,1016.7
2025-09-19T23:00,17.7,83,0.00,0.00,0,1016.9,1016.1
2025-09-20T00:00,17.2,81,0.00,0.00,0,1016.6,1015.8
2025-09-20T01:00,16.2,82,0.00,0.00,0,1016.0,1015.2
2025-09-20T02:00,15.7,83,0.00,0.00,2,1015.4,1014.6
2025-09-20T03:00,15.4,83,0.00,0.00,3,1014.8,1014.0
2025-09-20T04:00,15.3,83,0.00,0.00,3,1014.6,1013.8
2025-09-20T05:00,15.3,82,0.00,0.00,3,1014.5,1013.7
2025-09-20T06:00,15.9,81,0.00,0.00,2,1014.1,1013.3
2025-09-20T07:00,17.0,79,0.00,0.00,1,1014.0,1013.2
2025-09-20T08:00,18.9,77,0.00,0.00,3,1013.8,1013.0
2025-09-20T09:00,20.6,73,0.00,0.00,0,1013.4,1012.6
2025-09-20T10:00,22.4,69,0.00,0.00,0,1012.9,1012.1
2025-09-20T11:00,23.9,65,0.00,0.00,3,1012.3,1011.5
2025-09-20T12:00,24.7,62,0.00,0.00,3,1011.8,1011.0
2025-09-20T13:00,25.8,56,0.00,0.00,3,1011.3,1010.5
2025-09-20T14:00,22.0,79,1.60,1.60,61,1011.7,1010.9
2025-09-20T15:00,22.7,77,0.00,0.00,3,1011.4,1010.6
2025-09-20T16:00,21.1,82,0.00,0.00,3,1011.5,1010.7
2025-09-20T17:00,20.4,85,0.00,0.00,3,1010.9,1010.1
2025-09-20T18:00,19.9,88,0.30,0.30,51,1011.0,1010.2
2025-09-20T19:00,19.5,90,0.00,0.00,3,1010.9,1010.1
2025-09-20T20:00,19.3,91,0.00,0.00,3,1010.5,1009.7
2025-09-20T21:00,19.3,89,0.00,0.00,3,1010.1,1009.3
2025-09-20T22:00,19.2,87,0.00,0.00,3,1009.4,1008.6
2025-09-20T23:00,19.3,85,0.00,0.00,3,1009.0,1008.2
2025-09-21T00:00,19.3,84,0.00,0.00,3,1008.2,1007.4
2025-09-21T01:00,18.7,93,0.00,0.00,3,1007.9,1007.1
2025-09-21T02:00,18.9,91,0.00,0.00,3,1007.1,1006.3
2025-09-21T03:00,18.8,89,0.00,0.00,0,1006.8,1006.0
2025-09-21T04:00,18.3,90,0.00,0.00,1,1006.8,1006.0
2025-09-21T05:00,18.0,88,0.00,0.00,3,1006.8,1006.0
2025-09-21T06:00,17.3,77,0.00,0.00,3,1007.4,1006.6
2025-09-21T07:00,16.5,68,0.00,0.00,3,1008.0,1007.2
2025-09-21T08:00,16.4,66,0.00,0.00,3,1008.4,1007.6
2025-09-21T09:00,16.3,68,0.00,0.00,3,1008.8,1008.0
2025-09-21T10:00,15.7,70,0.00,0.00,3,1009.0,1008.2
2025-09-21T11:00,16.4,70,0.00,0.00,3,1009.6,1008.8
2025-09-21T12:00,16.6,71,0.10,0.10,51,1010.9,1010.1
2025-09-21T13:00,15.9,74,0.60,0.60,53,1012.4,1011.6
2025-09-21T14:00,15.2,71,0.00,0.00,3,1013.8,1013.0
2025-09-21T15:00,14.0,75,0.00,0.00,3,1014.5,1013.7
2025-09-21T16:00,13.9,72,0.00,0.00,3,1015.0,1014.2
2025-09-21T17:00,13.7,70,0.00,0.00,3,1015.6,1014.8
2025-09-21T18:00,13.0,70,0.00,0.00,3,1016.2,1015.4
2025-09-21T19:00,12.3,72,0.00,0.00,3,1017.2,1016.3
2025-09-21T20:00,11.6,76,0.00,0.00,3,1017.6,1016.7
2025-09-21T21:00,11.3,77,0.00,0.00,3,1018.1,1017.2
2025-09-21T22:00,10.4,81,0.00,0.00,3,1018.5,1017.6
2025-09-21T23:00,10.1,83,0.00,0.00,3,1018.6,1017.7
2025-09-22T00:00,9.6,85,0.00,0.00,3,1018.9,1018.0
2025-09-22T01:00,9.0,88,0.00,0.00,3,1019.3,1018.4
2025-09-22T02:00,9.2,88,0.00,0.00,1,1019.3,1018.4
2025-09-22T03:00,9.1,89,0.00,0.00,3,1019.4,1018.5
2025-09-22T04:00,9.2,85,0.00,0.00,3,1019.6,1018.7
2025-09-22T05:00,9.7,82,0.00,0.00,3,1020.2,1019.3
2025-09-22T06:00,10.5,81,0.00,0.00,3,1020.5,1019.6
2025-09-22T07:00,11.6,79,0.00,0.00,3,1021.0,1020.1
2025-09-22T08:00,13.0,75,0.00,0.00,3,1021.7,1020.8
2025-09-22T09:00,14.3,61,0.10,0.10,51,1022.4,1021.5
2025-09-22T10:00,14.8,59,0.00,0.00,3,1022.5,1021.7
2025-09-22T11:00,15.0,57,0.00,0.00,3,1022.2,1021.4
2025-09-22T12:00,15.1,57,0.00,0.00,1,1022.0,1021.2
2025-09-22T13:00,15.3,53,0.00,0.00,3,1022.6,1021.8
2025-09-22T14:00,15.0,53,0.00,0.00,2,1022.7,1021.9
2025-09-22T15:00,14.4,55,0.10,0.10,51,1022.7,1021.8
2025-09-22T16:00,13.9,59,0.00,0.00,1,1022.5,1021.6
2025-09-22T17:00,12.7,65,0.00,0.00,0,1022.8,1021.9
2025-09-22T18:00,11.4,71,0.00,0.00,0,1023.2,1022.3
2025-09-22T19:00,10.7,74,0.00,0.00,1,1023.5,1022.6
2025-09-22T20:00,10.6,75,0.00,0.00,0,1023.7,1022.8
2025-09-22T21:00,10.0,80,0.00,0.00,2,1023.7,1022.8
2025-09-22T22:00,10.1,81,0.00,0.00,1,1023.7,1022.8
2025-09-22T23:00,9.7,83,0.00,0.00,3,1023.6,1022.7
2025-09-23T00:00,10.0,82,0.00,0.00,1,1023.7,1022.8
2025-09-23T01:00,8.0,88,0.00,0.00,1,1023.7,1022.8
2025-09-23T02:00,8.2,90,0.00,0.00,0,1023.7,1022.8
2025-09-23T03:00,8.0,92,0.00,0.00,1,1024.0,1023.1
2025-09-23T04:00,7.8,93,0.00,0.00,1,1024.0,1023.1
2025-09-23T05:00,7.8,93,0.00,0.00,1,1024.2,1023.3
2025-09-23T06:00,9.0,91,0.00,0.00,1,1024.1,1023.2
2025-09-23T07:00,10.8,89,0.00,0.00,1,1024.4,1023.5
2025-09-23T08:00,12.9,84,0.00,0.00,0,1025.1,1024.2
2025-09-23T09:00,14.0,76,0.00,0.00,1,1025.3,1024.4
2025-09-23T10:00,14.7,70,0.10,0.10,51,1025.7,1024.8
2025-09-23T11:00,15.0,68,0.10,0.10,51,1025.7,1024.8
2025-09-23T12:00,15.3,65,0.00,0.00,1,1025.6,1024.8
2025-09-23T13:00,15.7,54,0.00,0.00,0,1025.9,1025.1
2025-09-23T14:00,15.6,51,0.00,0.00,0,1025.6,1024.8
2025-09-23T15:00,15.0,52,0.00,0.00,0,1025.4,1024.5
2025-09-23T16:00,14.1,58,0.00,0.00,0,1025.6,1024.7
2025-09-23T17:00,12.6,67,0.00,0.00,0,1026.0,1025.1
2025-09-23T18:00,11.4,73,0.00,0.00,0,1026.5,1025.6
2025-09-23T19:00,11.1,76,0.00,0.00,1,1027.1,1026.2
2025-09-23T20:00,10.7,77,0.00,0.00,0,1027.2,1026.3
2025-09-23T21:00,9.9,78,0.00,0.00,0,1027.4,1026.5
2025-09-23T22:00,9.2,78,0.00,0.00,0,1027.8,1026.9
2025-09-23T23:00,8.3,81,0.00,0.00,0,1027.9,1027.0
2025-09-24T00:00,7.6,84,0.00,0.00,0,1028.2,1027.3
2025-09-24T01:00,6.4,89,0.00,0.00,0,1028.5,1027.6
2025-09-24T02:00,6.1,90,0.00,0.00,0,1028.5,1027.6
2025-09-24T03:00,5.9,91,0.00,0.00,0,1028.7,1027.8
2025-09-24T04:00,5.7,92,0.00,0.00,0,1028.8,1027.9
2025-09-24T05:00,5.6,92,0.00,0.00,0,1028.8,1027.9
2025-09-24T06:00,6.1,90,0.00,0.00,0,1028.8,1027.9
2025-09-24T07:00,7.9,85,0.00,0.00,0,1029.1,1028.2
2025-09-24T08:00,10.1,79,0.00,0.00,0,1029.2,1028.3
2025-09-24T09:00,12.2,72,0.00,0.00,0,1029.4,1028.5
2025-09-24T10:00,13.7,63,0.00,0.00,0,1029.2,1028.3
2025-09-24T11:00,14.5,54,0.00,0.00,0,1028.9,1028.0
2025-09-24T12:00,15.0,53,0.00,0.00,0,1028.5,1027.6
2025-09-24T13:00,15.8,49,0.00,0.00,0,1027.8,1026.9
2025-09-24T14:00,15.8,51,0.00,0.00,0,1027.3,1026.5
2025-09-24T15:00,15.4,52,0.00,0.00,0,1027.0,1026.1
2025-09-24T16:00,14.7,56,0.00,0.00,0,1026.8,1025.9
2025-09-24T17:00,13.4,60,0.00,0.00,0,1026.8,1025.9
2025-09-24T18:00,12.4,65,0.00,0.00,0,1026.9,1026.0
2025-09-24T19:00,11.9,67,0.00,0.00,1,1027.4,1026.5
2025-09-24T20:00,11.3,70,0.00,0.00,0,1027.7,1026.8
2025-09-24T21:00,10.9,70,0.00,0.00,0,1028.1,1027.2
2025-09-24T22:00,10.4,73,0.00,0.00,0,1028.3,1027.4
2025-09-24T23:00,9.8,77,0.00,0.00,0,1028.0,1027.1
2025-09-25T00:00,9.4,80,0.00,0.00,0,1028.1,1027.2
2025-09-25T01:00,8.8,83,0.00,0.00,0,1027.8,1026.9
2025-09-25T02:00,8.6,83,0.00,0.00,0,1027.6,1026.7
2025-09-25T03:00,8.4,82,0.00,0.00,0,1027.4,1026.5
2025-09-25T04:00,8.2,82,0.00,0.00,0,1027.3,1026.4
2025-09-25T05:00,8.0,81,0.00,0.00,0,1027.4,1026.5
2025-09-25T06:00,8.0,79,0.00,0.00,2,1027.3,1026.4
2025-09-25T07:00,9.2,75,0.00,0.00,0,1027.7,1026.8
2025-09-25T08:00,10.5,70,0.00,0.00,0,1027.6,1026.7
2025-09-25T09:00,11.8,66,0.00,0.00,1,1027.4,1026.5
2025-09-25T10:00,13.3,60,0.00,0.00,2,1027.0,1026.1
2025-09-25T11:00,14.4,54,0.00,0.00,0,1026.6,1025.7
2025-09-25T12:00,14.8,51,0.00,0.00,1,1026.2,1025.3
2025-09-25T13:00,15.5,45,0.00,0.00,1,1026.0,1025.2
2025-09-25T14:00,15.3,45,0.00,0.00,1,1025.5,1024.7
2025-09-25T15:00,15.0,47,0.00,0.00,3,1025.3,1024.4
2025-09-25T16:00,14.4,52,0.00,0.00,3,1025.6,1024.7
2025-09-25T17:00,13.4,56,0.00,0.00,3,1025.8,1024.9
2025-09-25T18:00,13.1,56,0.00,0.00,3,1025.9,1025.0
2025-09-25T19:00,13.0,56,0.00,0.00,3,1026.1,1025.2
2025-09-25T20:00,12.9,57,0.00,0.00,3,1026.2,1025.3
2025-09-25T21:00,12.3,61,0.00,0.00,3,1026.6,1025.7
2025-09-25T22:00,11.5,67,0.00,0.00,3,1026.7,1025.8
2025-09-25T23:00,11.1,67,0.00,0.00,3,1026.5,1025.6
2025-09-26T00:00,11.3,64,0.00,0.00,3,1026.6,1025.7
2025-09-26T01:00,11.6,61,0.00,0.00,3,1026.2,1025.3
2025-09-26T02:00,11.2,61,0.00,0.00,1,1026.0,1025.1
2025-09-26T03:00,10.5,64,0.00,0.00,3,1025.7,1024.8
2025-09-26T04:00,10.9,61,0.00,0.00,3,1025.5,1024.6
2025-09-26T05:00,10.8,62,0.00,0.00,3,1025.7,1024.8
2025-09-26T06:00,10.7,64,0.00,0.00,2,1025.7,1024.8
2025-09-26T07:00,11.0,66,0.00,0.00,3,1026.1,1025.2
2025-09-26T08:00,11.9,64,0.00,0.00,1,1026.2,1025.3
2025-09-26T09:00,13.1,60,0.00,0.00,3,1026.1,1025.2
2025-09-26T10:00,14.0,58,0.00,0.00,3,1025.9,1025.0
2025-09-26T11:00,14.2,58,0.00,0.00,3,1025.6,1024.7
2025-09-26T12:00,14.7,57,0.00,0.00,3,1025.1,1024.2
2025-09-26T13:00,15.6,53,0.00,0.00,1,1025.0,1024.2
2025-09-26T14:00,15.6,54,0.00,0.00,1,1024.4,1023.6
2025-09-26T15:00,15.5,54,0.00,0.00,2,1024.1,1023.3
2025-09-26T16:00,14.9,57,0.00,0.00,3,1024.1,1023.3
2025-09-26T17:00,13.5,63,0.00,0.00,1,1024.1,1023.2
2025-09-26T18:00,12.4,68,0.00,0.00,3,1024.1,1023.2
2025-09-26T19:00,12.2,67,0.00,0.00,3,1024.0,1023.1
2025-09-26T20:00,12.1,67,0.00,0.00,3,1024.2,1023.3
2025-09-26T21:00,11.4,76,0.00,0.00,3,1024.3,1023.4
2025-09-26T22:00,11.0,82,0.30,0.30,51,1024.0,1023.1
2025-09-26T23:00,10.6,93,1.80,1.80,61,1023.5,1022.6
2025-09-27T00:00,10.6,90,0.40,0.40,51,1023.4,1022.5
2025-09-27T01:00,10.5,86,0.10,0.10,51,1022.9,1022.0
2025-09-27T02:00,10.4,85,0.00,0.00,3,1022.6,1021.7
2025-09-27T03:00,10.6,83,0.00,0.00,3,1022.2,1021.3
2025-09-27T04:00,10.9,83,0.00,0.00,3,1022.2,1021.3
2025-09-27T05:00,11.1,82,0.00,0.00,3,1022.3,1021.4
2025-09-27T06:00,11.1,83,0.00,0.00,3,1022.3,1021.4
2025-09-27T07:00,11.9,82,0.00,0.00,3,1022.8,1021.9
2025-09-27T08:00,13.0,78,0.00,0.00,2,1022.9,1022.0
2025-09-27T09:00,14.0,75,0.00,0.00,3,1023.1,1022.2
2025-09-27T10:00,14.9,72,0.00,0.00,3,1023.1,1022.3
2025-09-27T11:00,16.0,69,0.00,0.00,3,1022.9,1022.1
2025-09-27T12:00,17.0,66,0.00,0.00,3,1022.6,1021.8
2025-09-27T13:00,16.6,69,0.10,0.10,51,1023.0,1022.2
2025-09-27T14:00,16.5,71,0.00,0.00,3,1022.9,1022.1
2025-09-27T15:00,16.6,70,0.00,0.00,3,1022.8,1022.0
2025-09-27T16:00,16.4,70,0.00,0.00,3,1022.9,1022.1
2025-09-27T17:00,15.8,74,0.00,0.00,3,1023.1,1022.3
2025-09-27T18:00,15.2,77,0.00,0.00,3,1023.6,1022.8
2025-09-27T19:00,14.8,80,0.00,0.00,3,1023.7,1022.9
2025-09-27T20:00,14.7,80,0.00,0.00,1,1023.6,1022.7
2025-09-27T21:00,14.5,81,0.00,0.00,2,1023.7,1022.8
2025-09-27T22:00,14.3,81,0.00,0.00,3,1023.6,1022.7
2025-09-27T23:00,14.1,82,0.00,0.00,3,1023.6,1022.7
2025-09-28T00:00,13.8,84,0.00,0.00,3,1023.8,1022.9
2025-09-28T01:00,13.6,84,0.00,0.00,3,1023.6,1022.7
2025-09-28T02:00,13.6,85,0.00,0.00,3,1023.3,1022.4
2025-09-28T03:00,13.3,86,0.00,0.00,3,1023.4,1022.5
2025-09-28T04:00,13.0,88,0.00,0.00,3,1023.5,1022.6
2025-09-28T05:00,12.4,92,0.00,0.00,3,1023.5,1022.6
2025-09-28T06:00,12.3,92,0.00,0.00,1,1023.5,1022.6
2025-09-28T07:00,12.8,91,0.00,0.00,0,1023.6,1022.7
2025-09-28T08:00,14.3,85,0.00,0.00,0,1023.5,1022.6
2025-09-28T09:00,16.0,79,0.00,0.00,0,1023.8,1023.0
2025-09-28T10:00,17.3,72,0.00,0.00,1,1023.8,1023.0
2025-09-28T11:00,18.2,66,0.00,0.00,1,1023.5,1022.7
2025-09-28T12:00,18.8,63,0.00,0.00,2,1023.1,1022.3
2025-09-28T13:00,19.7,55,0.00,0.00,1,1022.8,1022.0
2025-09-28T14:00,19.8,52,0.00,0.00,3,1022.4,1021.6
2025-09-28T15:00,19.6,54,0.00,0.00,2,1022.3,1021.5
2025-09-28T16:00,18.7,61,0.00,0.00,2,1022.4,1021.6
2025-09-28T17:00,16.8,72,0.00,0.00,3,1022.4,1021.6
2025-09-28T18:00,15.4,79,0.00,0.00,3,1022.6,1021.8
2025-09-28T19:00,14.4,85,0.00,0.00,3,1022.8,1021.9
2025-09-28T20:00,14.6,82,0.00,0.00,3,1023.0,1022.2
2025-09-28T21:00,14.6,76,0.00,0.00,3,1023.0,1022.2
2025-09-28T22:00,13.8,76,0.00,0.00,3,1022.9,1022.0
2025-09-28T23:00,12.6,80,0.00,0.00,3,1022.9,1022.0
2025-09-29T00:00,12.3,81,0.00,0.00,3,1022.9,1022.0
2025-09-29T01:00,11.6,85,0.00,0.00,0,1023.1,1022.2
2025-09-29T02:00,11.5,85,0.00,0.00,1,1022.9,1022.0
2025-09-29T03:00,11.4,85,0.00,0.00,2,1022.6,1021.7
2025-09-29T04:00,11.2,85,0.00,0.00,1,1022.4,1021.5
2025-09-29T05:00,10.6,87,0.00,0.00,2,1022.5,1021.6
2025-09-29T06:00,10.9,85,0.00,0.00,2,1022.5,1021.6
2025-09-29T07:00,11.7,80,0.00,0.00,1,1022.7,1021.8
2025-09-29T08:00,12.7,74,0.00,0.00,1,1022.6,1021.7
2025-09-29T09:00,13.6,71,0.00,0.00,2,1022.7,1021.8
2025-09-29T10:00,14.3,69,0.00,0.00,3,1022.9,1022.0
2025-09-29T11:00,15.5,65,0.00,0.00,3,1022.8,1022.0
2025-09-29T12:00,15.7,65,0.00,0.00,3,1022.3,1021.5
2025-09-29T13:00,18.1,61,0.00,0.00,3,1022.2,1021.4
2025-09-29T14:00,17.5,62,0.00,0.00,1,1021.9,1021.1
2025-09-29T15:00,15.5,74,1.00,1.00,55,1022.4,1021.6
2025-09-29T16:00,13.0,91,1.50,1.50,61,1022.3,1021.4
2025-09-29T17:00,13.1,96,0.50,0.50,53,1022.4,1021.5
2025-09-29T18:00,12.6,98,0.00,0.00,2,1022.6,1021.7
2025-09-29T19:00,12.0,98,0.10,0.10,51,1022.6,1021.7
2025-09-29T20:00,11.6,98,0.60,0.60,53,1023.2,1022.3
2025-09-29T21:00,11.5,98,0.20,0.20,51,1022.8,1021.9
2025-09-29T22:00,11.0,98,0.00,0.00,1,1022.7,1021.8
2025-09-29T23:00,10.4,97,0.00,0.00,2,1022.7,1021.8
2025-09-30T00:00,10.4,95,0.00,0.00,3,1022.9,1022.0
2025-09-30T01:00,10.9,98,0.00,0.00,3,1023.0,1022.1
2025-09-30T02:00,10.9,97,0.00,0.00,3,1022.9,1022.0
2025-09-30T03:00,11.1,96,0.00,0.00,3,1022.9,1022.0
2025-09-30T04:00,11.2,97,0.00,0.00,3,1023.1,1022.2
2025-09-30T05:00,10.9,96,0.00,0.00,3,1023.7,1022.8
2025-09-30T06:00,10.6,93,0.00,0.00,3,1024.2,1023.3
2025-09-30T07:00,10.6,91,0.00,0.00,1,1024.6,1023.7
2025-09-30T08:00,11.4,86,0.00,0.00,0,1025.2,1024.3
2025-09-30T09:00,12.6,79,0.00,0.00,0,1025.6,1024.7
2025-09-30T10:00,14.1,70,0.00,0.00,0,1025.7,1024.8
2025-09-30T11:00,15.6,61,0.00,0.00,0,1025.8,1025.0
2025-09-30T12:00,16.5,53,0.10,0.10,51,1026.1,1025.3
2025-09-30T13:00,16.6,51,0.00,0.00,1,1026.1,1025.3
2025-09-30T14:00,16.4,50,0.00,0.00,2,1026.4,1025.6
2025-09-30T15:00,16.2,50,0.00,0.00,3,1026.5,1025.7
2025-09-30T16:00,15.4,54,0.00,0.00,2,1026.9,1026.0
2025-09-30T17:00,13.4,64,0.00,0.00,2,1027.3,1026.4
2025-09-30T18:00,12.0,70,0.00,0.00,2,1027.8,1026.9
2025-09-30T19:00,11.5,68,0.00,0.00,2,1028.1,1027.2
2025-09-30T20:00,10.7,67,0.00,0.00,0,1028.5,1027.6
2025-09-30T21:00,9.9,69,0.00,0.00,0,1028.9,1028.0
2025-09-30T22:00,9.3,72,0.00,0.00,0,1029.3,1028.4
2025-09-30T23:00,8.7,73,0.00,0.00,0,1029.4,1028.5
