Datum	Uhrzeit	Windgeschw	Temperatur	Gefühlte_Temperatur	Lichtstärke	relative_Feuchte	Windrichtung	Strahlung	Niederschlag_heute	Luftdruck	Sonne_Elevation_Sonne	Azimut	Hochrechnung_Regen/Stunde	Taupunkt	Lichtstärke_Nord	Lichtstärke_Ost	Lichtstärke_Süd	Lichtstärke_West	Richtung_mittlere_Lichtstärke	Relativer_Luftdruck	Regenart
10.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	18	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	25	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	79	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	127	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	189	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	147	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	262	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	407	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	569	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	340	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	700	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	627	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	441	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	291	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	397	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	274	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	233	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	170	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	185	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	149	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	99	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	200	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	97	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	91	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	35	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
10.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	9	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	16	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	98	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	158	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	77	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	159	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	210	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	146	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	11:30:00			0,0				511													89
11.09.2025	12:00:00			0,0				182													89
11.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	207	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	13:00:00			0,0				79													0
11.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	602	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	797	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	314	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	25	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	154	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	106	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	146	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	221	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	328	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	212	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	26	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	17	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	19	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	1	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
11.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	1	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	26	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	46	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	141	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	211	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	278	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	387	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	205	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	547	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	678	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	286	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	152	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	188	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	694	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	312	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	747	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	89	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	150	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	14	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	21	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	33	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	41	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	62	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	202	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	148	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	12	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
12.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	1	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	26	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	46	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	87	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	72	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	39	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	80	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	87	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	222	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	344	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	215	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	453	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	356	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	201	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	289	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	739	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	237	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	305	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	448	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	175	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	362	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	137	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	22	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	29	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	12	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
13.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	9	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	43	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	133	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	83	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	362	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	417	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	81	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	494	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	560	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	617	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	751	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	169	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	721	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	416	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	106	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
