Datum	Uhrzeit	Windgeschw	Temperatur	Gefühlte_Temperatur	Lichtstärke	relative_Feuchte	Windrichtung	Strahlung	Niederschlag_heute	Luftdruck	Sonne_Elevation_Sonne	Azimut	Hochrechnung_Regen/Stunde	Taupunkt	Lichtstärke_Nord	Lichtstärke_Ost	Lichtstärke_Süd	Lichtstärke_West	Richtung_mittlere_Lichtstärke	Relativer_Luftdruck	Regenart
14.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	235	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	93	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	581	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	196	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	84	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	137	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	110	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	83	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	29	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	15	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
14.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	15	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	35	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	121	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	117	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	332	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	142	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	320	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	198	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	726	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	840	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	397	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	707	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	276	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	654	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	801	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	143	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	183	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	491	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	217	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	89	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	181	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	57	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	37	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	22	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	9	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
15.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	16	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	22	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	36	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	36	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	90	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	120	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	148	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	164	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	357	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	242	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	312	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	800	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	834	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	239	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	78	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	300	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	316	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	85	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	119	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	38	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	166	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	58	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	51	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	78	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	5	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
16.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	3	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	26	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	72	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	106	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	167	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	159	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	201	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	384	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	299	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	332	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	193	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	443	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	321	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	361	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	299	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	183	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	199	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	106	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	45	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	152	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	120	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	68	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	25	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	18	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	18	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	1	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	21:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	22:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	22:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	23:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
17.09.2025	23:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	00:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	00:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	01:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	01:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	02:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	02:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	03:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	03:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	04:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	04:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	05:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	05:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	06:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	06:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	07:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	07:30:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	08:00:00	0,0	0,0	0,0	0	0,0	0	16	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	08:30:00	0,0	0,0	0,0	0	0,0	0	20	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	09:00:00	0,0	0,0	0,0	0	0,0	0	22	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	09:30:00	0,0	0,0	0,0	0	0,0	0	54	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	10:00:00	0,0	0,0	0,0	0	0,0	0	140	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	10:30:00	0,0	0,0	0,0	0	0,0	0	100	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	11:00:00	0,0	0,0	0,0	0	0,0	0	127	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	11:30:00	0,0	0,0	0,0	0	0,0	0	120	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	12:00:00	0,0	0,0	0,0	0	0,0	0	93	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	12:30:00	0,0	0,0	0,0	0	0,0	0	140	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	13:00:00	0,0	0,0	0,0	0	0,0	0	228	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	13:30:00	0,0	0,0	0,0	0	0,0	0	147	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	14:00:00	0,0	0,0	0,0	0	0,0	0	140	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	14:30:00	0,0	0,0	0,0	0	0,0	0	188	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	15:00:00	0,0	0,0	0,0	0	0,0	0	174	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	15:30:00	0,0	0,0	0,0	0	0,0	0	66	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	16:00:00	0,0	0,0	0,0	0	0,0	0	79	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	16:30:00	0,0	0,0	0,0	0	0,0	0	66	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	17:00:00	0,0	0,0	0,0	0	0,0	0	60	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	17:30:00	0,0	0,0	0,0	0	0,0	0	46	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	18:00:00	0,0	0,0	0,0	0	0,0	0	26	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	18:30:00	0,0	0,0	0,0	0	0,0	0	19	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	19:00:00	0,0	0,0	0,0	0	0,0	0	2	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	19:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	20:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	20:30:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
18.09.2025	21:00:00	0,0	0,0	0,0	0	0,0	0	0	0,0	0	0	0	0,0	0,0	0	0	0	0	0	0	0
